"Customer_Name","Promo_Transactions","Total_Transactions","Promo_Response_Rate"
Roger Jones,9,14,64.29
Jason Stevens,9,14,64.29
Gregory Bell,9,14,64.29
Tara Clark,9,14,64.29
John Franklin,9,14,64.29
Kathleen Lopez,9,14,64.29
James Franklin,9,14,64.29
Kim Wilson,9,14,64.29
Alyssa Wilson,9,14,64.29
Dawn Rodriguez,9,14,64.29
Wendy Clark,9,14,64.29
Amy Sullivan,9,14,64.29
Ashley West,9,14,64.29
Mary Morgan,9,14,64.29
William Medina,9,14,64.29
Andrew Fisher,9,14,64.29
Kimberly Ferguson,9,14,64.29
Timothy Wood,9,14,64.29
Kelly Cooper,9,14,64.29
Michael Daniels,18,28,64.29
Karen Peterson,9,14,64.29
Andrew Webb,9,14,64.29
Kyle Coleman,9,14,64.29
Brittany Young,9,14,64.29
James Mills,18,28,64.29
Brian Shaw,9,14,64.29
Timothy Murphy,9,14,64.29
Jessica Santiago,9,14,64.29
Sarah Meyer,9,14,64.29
Brandon Flores,9,14,64.29
Daniel Dunn,9,14,64.29
Charles Patterson,9,14,64.29
Randy Wilson,9,14,64.29
Donna Lopez,9,14,64.29
Brandon Morris,9,14,64.29
Deanna Smith,9,14,64.29
Sabrina Rodriguez,9,14,64.29
Anthony Arnold,9,14,64.29
James Mccoy,9,14,64.29
David Tanner,9,14,64.29
Karen Bennett,9,14,64.29
Peter Brown,18,28,64.29
Angela Parker,9,14,64.29
Brent Miller,9,14,64.29
John Carroll,9,14,64.29
Jeffrey Perkins,9,14,64.29
Lisa Castro,9,14,64.29
Catherine Clark,9,14,64.29
Susan Parker,9,14,64.29
Janice Anderson,9,14,64.29
Laura Cox,9,14,64.29
Brian Newman,9,14,64.29
Ian Williams,9,14,64.29
Patrick Walker,9,14,64.29
Jacqueline Anderson,9,14,64.29
Diana Hernandez,9,14,64.29
Jonathan Gonzalez,18,28,64.29
Sharon Moore,9,14,64.29
Ashley Allen,18,28,64.29
Michael Gill,9,14,64.29
Michael Bush,9,14,64.29
Bradley Moore,9,14,64.29
Travis Davis,9,14,64.29
Charles Cook,9,14,64.29
Brandon Lee,9,14,64.29
Kevin Thompson,27,42,64.29
Ronald Green,9,14,64.29
Phillip Davis,9,14,64.29
Jeffrey Howard,9,14,64.29
Andrew Gomez,9,14,64.29
David Miles,9,14,64.29
Justin Moore,18,28,64.29
Jessica Romero,9,14,64.29
Kenneth Jackson,18,28,64.29
Jason Fernandez,9,14,64.29
James Schneider,9,14,64.29
Michael Joseph,9,14,64.29
Matthew Carr,9,14,64.29
Charles Reyes,9,14,64.29
Matthew Young,27,42,64.29
Curtis Johnson,9,14,64.29
Christopher Knight,9,14,64.29
Matthew Peters,9,14,64.29
Emily Collins,9,14,64.29
Andrew King,18,28,64.29
Mary Nichols,9,14,64.29
Christine Lewis,9,14,64.29
Veronica Davis,9,14,64.29
Tiffany Sanchez,9,14,64.29
Matthew Burns,9,14,64.29
Taylor Thompson,9,14,64.29
John Berry,9,14,64.29
Mark Sanchez,18,28,64.29
Jennifer Boone,9,14,64.29
John Lucas,9,14,64.29
Brenda Hernandez,9,14,64.29
David Hopkins,9,14,64.29
Peter Clark,9,14,64.29
Eric Thomas,18,28,64.29
Michael Ramirez,45,70,64.29
Brenda Brown,18,28,64.29
Sharon Thomas,9,14,64.29
Larry Anderson,9,14,64.29
Jeffrey Ford,9,14,64.29
Amanda Brooks,18,28,64.29
Michael Fischer,9,14,64.29
Jason Sanchez,18,28,64.29
Richard Chavez,9,14,64.29
Jessica Chambers,9,14,64.29
Michael Conley,9,14,64.29
Brittney Brown,9,14,64.29
Daniel Schmidt,9,14,64.29
Debra Miller,18,28,64.29
Annette Smith,9,14,64.29
Timothy Rivera,9,14,64.29
Joseph Woods,9,14,64.29
James Sanders,18,28,64.29
Elizabeth Walker,18,28,64.29
Steven Nguyen,9,14,64.29
Brittany Lopez,18,28,64.29
Steven Cruz,9,14,64.29
Monica Anderson,9,14,64.29
Michelle Sanders,9,14,64.29
Lori Mitchell,9,14,64.29
Catherine Hernandez,9,14,64.29
Melissa Cooper,9,14,64.29
Jason Hawkins,9,14,64.29
Michael Hale,9,14,64.29
Michelle Robertson,9,14,64.29
Laura Collins,9,14,64.29
Jamie Moore,9,14,64.29
Aaron Cole,9,14,64.29
Ryan Brooks,9,14,64.29
Andrew Stevens,9,14,64.29
Scott Gonzales,9,14,64.29
John Becker,9,14,64.29
Victoria Wright,9,14,64.29
Daniel Butler,9,14,64.29
Mary Alvarez,9,14,64.29
William Cole,18,28,64.29
Mary Johnston,9,14,64.29
Kathleen Baker,9,14,64.29
Robin Thompson,9,14,64.29
Joshua Perez,18,28,64.29
Luis Wilson,9,14,64.29
Nicole Carter,9,14,64.29
Jonathan Mitchell,9,14,64.29
Michelle Reynolds,9,14,64.29
Frank Martinez,9,14,64.29
Karen Reyes,9,14,64.29
Stephen Ramirez,9,14,64.29
David Baker,36,56,64.29
Michael Pope,9,14,64.29
Nicholas Mitchell,9,14,64.29
Ashley Wilson,36,56,64.29
Michael Dean,9,14,64.29
Michael Dyer,9,14,64.29
Robin Wilson,9,14,64.29
Andrea Turner,9,14,64.29
Stephanie Ferguson,9,14,64.29
Maria Nelson,9,14,64.29
Samantha Martin,9,14,64.29
Thomas Campbell,18,28,64.29
Adam Smith,45,70,64.29
Matthew Jones,90,140,64.29
Andrea Robinson,9,14,64.29
Donna Lewis,9,14,64.29
Courtney Parker,9,14,64.29
Denise Clark,9,14,64.29
Jason Crawford,9,14,64.29
Deanna Jones,9,14,64.29
Taylor Clark,9,14,64.29
James Fields,9,14,64.29
Larry Rodriguez,9,14,64.29
Wendy Perez,9,14,64.29
Michael Dawson,9,14,64.29
Thomas Gray,9,14,64.29
Jennifer Mccarthy,9,14,64.29
David Ross,18,28,64.29
Sandra Lee,9,14,64.29
Sarah Tran,9,14,64.29
Jasmine Hernandez,9,14,64.29
John Cooper,18,28,64.29
Melanie Garcia,9,14,64.29
Tammy Perez,9,14,64.29
Bobby Davis,9,14,64.29
Andrew Gibson,9,14,64.29
Henry Jones,9,14,64.29
Sara Powell,9,14,64.29
Lisa Gomez,9,14,64.29
Melissa Reed,9,14,64.29
Linda Thomas,9,14,64.29
William Miller,61,95,64.21
Katherine Smith,52,81,64.2
Linda Smith,43,67,64.18
Erin Smith,43,67,64.18
Michael Henderson,34,53,64.15
Megan Jones,34,53,64.15
Joseph Clark,34,53,64.15
James Baker,34,53,64.15
David Nelson,34,53,64.15
Sarah Anderson,34,53,64.15
Joshua Clark,25,39,64.1
Jeffrey Moore,25,39,64.1
Robin Smith,25,39,64.1
Christopher Reed,25,39,64.1
Brian Johnson,75,117,64.1
Danielle Brown,25,39,64.1
Amy Lewis,25,39,64.1
David Miller,100,156,64.1
Michael Martin,91,142,64.08
Richard Wilson,41,64,64.06
Christopher Stewart,41,64,64.06
Amy Allen,16,25,64.0
Kevin Baker,16,25,64.0
John Ellis,16,25,64.0
Shannon Johnson,32,50,64.0
Michael Hunt,16,25,64.0
James Mcdonald,16,25,64.0
Michael Carpenter,16,25,64.0
Jacob Jones,32,50,64.0
Melissa Green,16,25,64.0
Gregory Jackson,16,25,64.0
David Sullivan,16,25,64.0
Angela Hill,16,25,64.0
David Thompson,48,75,64.0
Teresa Jones,16,25,64.0
Katherine Anderson,16,25,64.0
James Walker,32,50,64.0
John Mills,16,25,64.0
Mark Flores,16,25,64.0
Katherine Martin,16,25,64.0
Anthony Stewart,16,25,64.0
Christopher Simmons,16,25,64.0
Timothy Torres,16,25,64.0
David Hayes,16,25,64.0
Danielle Martinez,16,25,64.0
Michael Obrien,16,25,64.0
Juan Williams,16,25,64.0
James Jensen,16,25,64.0
Joshua Brown,48,75,64.0
Bradley Jones,16,25,64.0
Amber Jones,32,50,64.0
David Tucker,16,25,64.0
Stephanie King,16,25,64.0
Kathleen Miller,16,25,64.0
Daniel White,32,50,64.0
Cody Williams,16,25,64.0
Morgan Smith,16,25,64.0
Chelsea Smith,16,25,64.0
Jamie Taylor,16,25,64.0
James Harrison,16,25,64.0
Michael Salazar,16,25,64.0
William Johnson,103,161,63.98
John Davis,71,111,63.96
James Moore,55,86,63.95
Robert Martinez,55,86,63.95
Lisa Garcia,55,86,63.95
Christopher Torres,23,36,63.89
Zachary Jones,23,36,63.89
Andrew Hernandez,23,36,63.89
Matthew Peterson,23,36,63.89
Christopher Flores,23,36,63.89
John Harris,46,72,63.89
Michael Murray,23,36,63.89
Nathan Brown,23,36,63.89
Mary Clark,23,36,63.89
Rebecca White,23,36,63.89
Emily Gonzalez,23,36,63.89
Jessica Green,23,36,63.89
Steven Gonzalez,23,36,63.89
Daniel Hall,23,36,63.89
Michelle Clark,23,36,63.89
Karen Wilson,23,36,63.89
Jacob Martinez,30,47,63.83
Michelle Thompson,30,47,63.83
Mary Martinez,30,47,63.83
James Phillips,30,47,63.83
Jennifer Ramirez,30,47,63.83
Justin Brown,30,47,63.83
Jennifer Turner,30,47,63.83
Thomas Garcia,30,47,63.83
Christine Jones,30,47,63.83
William White,37,58,63.79
James Hill,37,58,63.79
John Lewis,37,58,63.79
David Carter,37,58,63.79
Daniel Garcia,51,80,63.75
Sarah Brown,58,91,63.74
Patrick Smith,65,102,63.73
Kimberly Stevens,7,11,63.64
Timothy Reyes,7,11,63.64
Amy Cruz,7,11,63.64
Justin Watson,7,11,63.64
Anthony Vasquez,7,11,63.64
Hannah Thompson,7,11,63.64
Anthony Ray,7,11,63.64
Olivia Jones,7,11,63.64
Joe Johnson,7,11,63.64
Alyssa Walker,7,11,63.64
Meghan Johnson,7,11,63.64
Steven Powell,7,11,63.64
Joseph Cole,14,22,63.64
Margaret Gonzalez,7,11,63.64
Stacy Martinez,7,11,63.64
Elizabeth Harris,21,33,63.64
Robert Blake,7,11,63.64
Andrew Payne,7,11,63.64
Jennifer Wise,7,11,63.64
Wendy Lopez,7,11,63.64
James Contreras,7,11,63.64
Donald Green,7,11,63.64
Cheryl Walker,7,11,63.64
Lisa Fisher,7,11,63.64
Scott Cooper,7,11,63.64
Katie Martin,7,11,63.64
Tara Lee,7,11,63.64
Matthew Le,7,11,63.64
Christopher Grant,14,22,63.64
Curtis Jones,7,11,63.64
Brandon Lewis,14,22,63.64
Roy Moore,7,11,63.64
Karen Richardson,7,11,63.64
Justin Torres,7,11,63.64
John Foster,21,33,63.64
James Curry,7,11,63.64
Jessica Herrera,7,11,63.64
Clayton Smith,7,11,63.64
Jennifer Joseph,7,11,63.64
Christina White,14,22,63.64
Donald Bailey,7,11,63.64
Steven Crawford,7,11,63.64
Regina Lopez,7,11,63.64
Kenneth Cooper,7,11,63.64
Vanessa Sanchez,7,11,63.64
Nancy Patterson,7,11,63.64
Jeffrey Ryan,7,11,63.64
Ashley Hawkins,7,11,63.64
Lisa Riley,7,11,63.64
Kristen Harris,7,11,63.64
Anthony Larson,7,11,63.64
Dawn Green,7,11,63.64
Richard Neal,7,11,63.64
Jessica Burke,7,11,63.64
Jordan Harris,7,11,63.64
Jacqueline Lopez,7,11,63.64
Angela Cruz,7,11,63.64
Brooke Miller,7,11,63.64
Shawn Thompson,7,11,63.64
Johnny Brown,7,11,63.64
Edward Walker,7,11,63.64
Virginia Smith,14,22,63.64
Sharon Flores,7,11,63.64
Edward Moore,7,11,63.64
Mary Robertson,7,11,63.64
Teresa Butler,7,11,63.64
Kristen Gibson,7,11,63.64
Elizabeth Wells,7,11,63.64
Anthony Elliott,7,11,63.64
Brianna Martinez,7,11,63.64
Jason Romero,7,11,63.64
Danielle Bryant,7,11,63.64
Jessica Pena,7,11,63.64
Nicholas Sims,7,11,63.64
Christina Cook,7,11,63.64
Amanda Hale,7,11,63.64
John Mckenzie,7,11,63.64
Teresa Collins,7,11,63.64
Erin Bell,7,11,63.64
Douglas Wright,7,11,63.64
Rebecca Henderson,7,11,63.64
Brandon Wilson,21,33,63.64
Andrea Bell,7,11,63.64
Brenda Morris,7,11,63.64
Pamela Evans,7,11,63.64
Diane Hernandez,7,11,63.64
Michael Ellison,7,11,63.64
Dana Garcia,7,11,63.64
James Patel,14,22,63.64
Michael Santiago,7,11,63.64
Nathan Hall,7,11,63.64
Daniel Banks,7,11,63.64
Nicholas Griffin,7,11,63.64
Sean Hill,7,11,63.64
Alicia Carter,7,11,63.64
Brenda Rivera,7,11,63.64
Stephen Young,7,11,63.64
Brandon Burns,7,11,63.64
Kimberly Larson,7,11,63.64
Michael Huffman,7,11,63.64
Alexandra Garcia,7,11,63.64
Jennifer Dawson,7,11,63.64
Jennifer Padilla,7,11,63.64
Mary Howard,7,11,63.64
Kelly Hernandez,21,33,63.64
Amanda Porter,7,11,63.64
Alexander Wright,7,11,63.64
Mary Hall,21,33,63.64
Tiffany Gray,7,11,63.64
Scott Larson,7,11,63.64
Andrew Nguyen,7,11,63.64
Stephanie Murphy,7,11,63.64
Amber Bailey,7,11,63.64
Michael Oliver,14,22,63.64
Kimberly Leonard,7,11,63.64
Rebecca Green,7,11,63.64
Brian Johnston,7,11,63.64
Jessica Barnett,7,11,63.64
Jonathan Schmidt,7,11,63.64
Rachel Sanchez,14,22,63.64
Erik Smith,14,22,63.64
Stephanie Hicks,7,11,63.64
Dana Lewis,7,11,63.64
Austin Garcia,7,11,63.64
Jason Tran,7,11,63.64
Tracy Sanchez,7,11,63.64
Emily Hughes,7,11,63.64
Andrew Schultz,7,11,63.64
Bryan Anderson,7,11,63.64
Nicole Nguyen,7,11,63.64
James Arnold,7,11,63.64
Michael Pacheco,7,11,63.64
Charles Graham,7,11,63.64
Joshua Jordan,7,11,63.64
Tina Carter,7,11,63.64
Matthew Liu,7,11,63.64
Tiffany Carter,7,11,63.64
Jerry Hill,7,11,63.64
Martin Brown,7,11,63.64
Jennifer Vargas,14,22,63.64
Ashley Harvey,7,11,63.64
Robert Miles,7,11,63.64
Deborah White,7,11,63.64
Jacob Chavez,7,11,63.64
Rebecca Fisher,7,11,63.64
Richard Edwards,7,11,63.64
Adam Ortiz,7,11,63.64
Shannon Clark,7,11,63.64
Jeffrey Collins,7,11,63.64
Christopher Turner,21,33,63.64
Carrie Clark,7,11,63.64
Billy Rodriguez,7,11,63.64
Kari Brown,7,11,63.64
Justin Russell,7,11,63.64
Thomas Henderson,7,11,63.64
Mark George,7,11,63.64
Laura Nguyen,14,22,63.64
Mark Hunt,7,11,63.64
Timothy Vazquez,7,11,63.64
Donna Gonzalez,7,11,63.64
Eric Cox,7,11,63.64
Nicholas Carter,7,11,63.64
Tracy Cruz,7,11,63.64
Tyler Gonzalez,7,11,63.64
Heather Spencer,7,11,63.64
Melissa Simmons,7,11,63.64
Sarah Burke,7,11,63.64
John Wade,7,11,63.64
Joseph Sandoval,7,11,63.64
Alan Moore,7,11,63.64
William Mcguire,7,11,63.64
Bradley Taylor,7,11,63.64
Paul Hunt,7,11,63.64
Shawn Sanchez,7,11,63.64
Sandra Young,7,11,63.64
Daniel Pope,7,11,63.64
Curtis Wilson,7,11,63.64
Tiffany Wright,7,11,63.64
John Murray,14,22,63.64
Scott Nguyen,7,11,63.64
Edward Foster,7,11,63.64
Morgan Martin,7,11,63.64
Steven Arnold,7,11,63.64
Brenda Mitchell,7,11,63.64
Patrick Stewart,7,11,63.64
Jeremy Parker,7,11,63.64
Cynthia Sanders,7,11,63.64
Rachel Walker,14,22,63.64
Susan Lee,14,22,63.64
Laurie Davis,7,11,63.64
Michelle Graham,7,11,63.64
Lauren Young,14,22,63.64
Christopher Moreno,7,11,63.64
Edwin Smith,7,11,63.64
Jessica Goodwin,7,11,63.64
Stephen Thomas,14,22,63.64
Anthony Mason,7,11,63.64
Christopher Stone,14,22,63.64
Denise Torres,7,11,63.64
Kevin Snyder,7,11,63.64
Linda Parker,7,11,63.64
Melissa Kennedy,7,11,63.64
Deborah King,7,11,63.64
Mary Davidson,7,11,63.64
Aaron Price,7,11,63.64
Kevin Weaver,7,11,63.64
Matthew Banks,7,11,63.64
Amy Sparks,7,11,63.64
Patrick Anderson,14,22,63.64
Jessica Rogers,14,22,63.64
Steven Ford,7,11,63.64
William Dixon,7,11,63.64
Elizabeth Cole,7,11,63.64
Christina Jackson,14,22,63.64
Jessica Martin,42,66,63.64
William Duncan,7,11,63.64
Kimberly Hudson,7,11,63.64
Angela Herrera,7,11,63.64
Susan Simmons,7,11,63.64
Laura Hunt,7,11,63.64
Kim Anderson,7,11,63.64
Jason Gardner,7,11,63.64
Martha Johnson,7,11,63.64
Brenda Baker,7,11,63.64
Christina Watson,7,11,63.64
Robin Gonzalez,7,11,63.64
Michael Dougherty,7,11,63.64
Kimberly Torres,14,22,63.64
Cynthia Sullivan,7,11,63.64
Jeffery Lopez,7,11,63.64
Eric Kennedy,7,11,63.64
David Hunt,14,22,63.64
Robert Morrison,7,11,63.64
Robert Bush,7,11,63.64
Debra Lewis,7,11,63.64
Kyle Warren,7,11,63.64
Craig Gonzalez,7,11,63.64
Gary Jackson,14,22,63.64
Susan Palmer,7,11,63.64
Yolanda Smith,7,11,63.64
David Maldonado,7,11,63.64
Cheyenne Smith,7,11,63.64
Michael Mcbride,7,11,63.64
Pamela Rivera,7,11,63.64
William Taylor,49,77,63.64
Raymond Harris,7,11,63.64
Eric Martinez,28,44,63.64
Michael Mcclure,7,11,63.64
Brian Wagner,7,11,63.64
Rebecca Snyder,7,11,63.64
Kristin Lopez,7,11,63.64
Katherine Diaz,7,11,63.64
Christina Howard,7,11,63.64
Brandon Kelly,7,11,63.64
Shannon Ramirez,7,11,63.64
Melissa Paul,7,11,63.64
James Brady,7,11,63.64
Lindsey Hernandez,7,11,63.64
Sharon Diaz,7,11,63.64
John Barber,7,11,63.64
Sara Jackson,7,11,63.64
Michael Travis,7,11,63.64
Heather Hayes,7,11,63.64
Stephanie Snyder,7,11,63.64
Adrian Johnson,7,11,63.64
Lisa Clark,28,44,63.64
Cynthia Flores,7,11,63.64
Stephen Marshall,7,11,63.64
Teresa Mitchell,7,11,63.64
Annette Jones,7,11,63.64
Kimberly Kelly,7,11,63.64
Michelle Little,7,11,63.64
Frank Rodriguez,7,11,63.64
Courtney Turner,7,11,63.64
Sandra Clark,7,11,63.64
Andrew Rivera,7,11,63.64
Richard Carpenter,7,11,63.64
Adrian Brown,7,11,63.64
Zachary Wallace,7,11,63.64
Kathy Davis,7,11,63.64
Terri Miller,7,11,63.64
Elizabeth Rios,7,11,63.64
James Cochran,7,11,63.64
Steven Hughes,7,11,63.64
Walter Martinez,7,11,63.64
Margaret Thomas,7,11,63.64
Samantha Reed,7,11,63.64
Robert Collins,28,44,63.64
Kaitlyn Williams,7,11,63.64
Mark Mckinney,7,11,63.64
Laura Jordan,7,11,63.64
Joshua Gilbert,7,11,63.64
Stephanie Howell,7,11,63.64
Veronica Gonzalez,7,11,63.64
Andrew Palmer,7,11,63.64
Andre Williams,7,11,63.64
Anthony Miller,35,55,63.64
Mark Bradley,7,11,63.64
Amanda Powell,14,22,63.64
Michelle Richards,7,11,63.64
Brandon Chavez,7,11,63.64
Robert Bates,7,11,63.64
Stephanie Arnold,7,11,63.64
Mark Mccarthy,7,11,63.64
Kimberly Ruiz,7,11,63.64
Nichole Johnson,7,11,63.64
Jason Reynolds,7,11,63.64
Michael Barton,7,11,63.64
Jill Thompson,7,11,63.64
Jill Moore,7,11,63.64
Jonathan Freeman,7,11,63.64
Sandra Robinson,7,11,63.64
Michael Camacho,7,11,63.64
Jennifer Price,14,22,63.64
Wendy Nguyen,7,11,63.64
Brian Lewis,14,22,63.64
Kenneth Nelson,7,11,63.64
Danielle Cooper,7,11,63.64
Steven Price,7,11,63.64
Jeremy Martin,14,22,63.64
Kayla Wilson,7,11,63.64
Kenneth Ross,7,11,63.64
Daniel Stewart,14,22,63.64
Brian Carroll,7,11,63.64
Amanda Klein,7,11,63.64
Kathleen Gonzalez,14,22,63.64
Wendy White,7,11,63.64
Melissa Woods,7,11,63.64
Brian Mendoza,7,11,63.64
Michelle Acosta,7,11,63.64
Mark Lynch,7,11,63.64
Margaret Phillips,7,11,63.64
Carrie King,7,11,63.64
Alan Rodriguez,7,11,63.64
Pamela Jenkins,7,11,63.64
Sarah Walker,21,33,63.64
Angela Brown,49,77,63.64
Erica Scott,7,11,63.64
Sarah Chan,7,11,63.64
Jacob Hall,14,22,63.64
Christine Russell,7,11,63.64
Tina Young,7,11,63.64
Brian Rogers,7,11,63.64
Kimberly Grant,7,11,63.64
John Chandler,7,11,63.64
Ashley Parker,14,22,63.64
Michael Hammond,7,11,63.64
Thomas Greene,7,11,63.64
Andrea Martinez,14,22,63.64
Kenneth Flores,7,11,63.64
David Ali,7,11,63.64
Julie Wright,7,11,63.64
John Cole,14,22,63.64
Jeremy James,7,11,63.64
Bradley Lee,7,11,63.64
Patricia Gomez,7,11,63.64
Samuel Walker,7,11,63.64
Andrew Chavez,7,11,63.64
Wayne Williams,7,11,63.64
Darrell Miller,7,11,63.64
Edward Green,7,11,63.64
Raymond Rodriguez,7,11,63.64
Scott Moore,21,33,63.64
Lisa Davidson,7,11,63.64
Nicholas Bailey,7,11,63.64
Desiree Brown,7,11,63.64
Tyler Young,7,11,63.64
Todd Allen,7,11,63.64
Brian Hart,7,11,63.64
Susan Murphy,7,11,63.64
Stephen Crawford,7,11,63.64
James Townsend,7,11,63.64
John Mathews,7,11,63.64
Cindy Taylor,7,11,63.64
Danielle King,7,11,63.64
April Hall,7,11,63.64
Lisa Mendoza,7,11,63.64
Tamara Williams,7,11,63.64
Gregory Robinson,14,22,63.64
Sean Green,7,11,63.64
Lisa Garza,7,11,63.64
Wanda Brown,7,11,63.64
Mary James,7,11,63.64
Stephanie Lewis,14,22,63.64
Alexandria Williams,7,11,63.64
Jessica Alvarez,7,11,63.64
Katherine Walker,7,11,63.64
Sandra Bell,7,11,63.64
Daniel Ray,7,11,63.64
Thomas Perry,7,11,63.64
Catherine Thompson,7,11,63.64
Derek Anderson,7,11,63.64
David Gomez,21,33,63.64
Renee Garcia,7,11,63.64
Tyler Gonzales,7,11,63.64
Justin Hansen,7,11,63.64
Joseph Ramirez,21,33,63.64
Stephanie Powell,7,11,63.64
Jose Flores,7,11,63.64
Raymond Lopez,7,11,63.64
Crystal Flores,7,11,63.64
Susan Mendoza,7,11,63.64
Julie Cook,7,11,63.64
Jessica Valdez,7,11,63.64
Nathan Bell,7,11,63.64
Gary Hill,7,11,63.64
Stephanie Dixon,7,11,63.64
Harold Johnson,7,11,63.64
Cynthia Rivera,7,11,63.64
Michael Briggs,7,11,63.64
Joshua Walters,7,11,63.64
Kathleen Adams,7,11,63.64
Donald Rodriguez,14,22,63.64
Lisa Cooper,14,22,63.64
Ashley Mason,7,11,63.64
Alexandra Davis,7,11,63.64
Daniel Fleming,7,11,63.64
Sean Rodriguez,14,22,63.64
Allison Wilson,7,11,63.64
Amy Rivera,7,11,63.64
Christopher Pearson,7,11,63.64
Amanda Holmes,7,11,63.64
Anthony Cruz,14,22,63.64
Anthony Mann,7,11,63.64
Richard Reynolds,7,11,63.64
Janet Rodriguez,7,11,63.64
John Cochran,7,11,63.64
Richard Nelson,14,22,63.64
Amy Jordan,7,11,63.64
Micheal Williams,7,11,63.64
Anna Murphy,7,11,63.64
Daniel Douglas,7,11,63.64
Natalie Martin,7,11,63.64
Richard Young,21,33,63.64
Ricardo Smith,7,11,63.64
Michael Hendricks,7,11,63.64
David Molina,7,11,63.64
Timothy Cooper,7,11,63.64
Kayla Lewis,7,11,63.64
Rebecca Wood,7,11,63.64
Darren Miller,7,11,63.64
Eric Rhodes,7,11,63.64
Mariah Jones,7,11,63.64
Johnny Gonzalez,7,11,63.64
Daniel Frazier,7,11,63.64
Chelsea Martinez,7,11,63.64
Mark Howard,14,22,63.64
Stephanie Patel,7,11,63.64
Lori Murphy,7,11,63.64
Kevin Dixon,7,11,63.64
Madison Davis,7,11,63.64
Shannon Phillips,7,11,63.64
Anthony Alexander,7,11,63.64
Mario Smith,7,11,63.64
Stephanie Holland,7,11,63.64
David Fuller,7,11,63.64
Angela Bryant,7,11,63.64
Mark Scott,14,22,63.64
Katie Rodriguez,7,11,63.64
Amanda Carroll,7,11,63.64
Scott Pierce,7,11,63.64
Christopher Diaz,21,33,63.64
Emily Powell,7,11,63.64
Brooke Garcia,7,11,63.64
Christopher Alvarado,7,11,63.64
Corey Hernandez,7,11,63.64
Jennifer Griffith,7,11,63.64
Brandon Gardner,7,11,63.64
Daniel Price,14,22,63.64
Brian Ford,7,11,63.64
Tracy Martin,7,11,63.64
Christopher Sullivan,14,22,63.64
Robert Alvarado,7,11,63.64
Jennifer Mullins,7,11,63.64
Marcus Brown,7,11,63.64
David Osborne,7,11,63.64
Jeremy Adams,7,11,63.64
David Munoz,7,11,63.64
John Wilkins,7,11,63.64
Tara Martinez,7,11,63.64
Jennifer Kim,14,22,63.64
Kevin Edwards,14,22,63.64
Micheal Johnson,7,11,63.64
William Greene,7,11,63.64
Lauren Nguyen,7,11,63.64
Pamela Davis,21,33,63.64
Elizabeth Bell,14,22,63.64
Jennifer Carpenter,14,22,63.64
Samantha Jackson,14,22,63.64
Nicole Robinson,21,33,63.64
Jesse Ward,7,11,63.64
Emily Henderson,7,11,63.64
Thomas Castro,7,11,63.64
David Juarez,7,11,63.64
James Knight,14,22,63.64
Joseph Olson,7,11,63.64
Jonathan Perez,14,22,63.64
Michael Luna,7,11,63.64
Bradley Perez,7,11,63.64
Lisa Johnston,7,11,63.64
Billy Williams,7,11,63.64
Margaret Martin,7,11,63.64
Christine Baker,7,11,63.64
Aaron Sanchez,7,11,63.64
Christopher Townsend,7,11,63.64
David Keller,7,11,63.64
Eric Jacobs,7,11,63.64
Carlos Anderson,7,11,63.64
Kayla Robinson,7,11,63.64
Ryan Olson,7,11,63.64
Robert Barrett,14,22,63.64
William Hunt,7,11,63.64
Matthew Santos,7,11,63.64
Melissa Smith,98,154,63.64
Elizabeth Bradley,7,11,63.64
Richard Stone,7,11,63.64
Paul Richardson,7,11,63.64
Eric Jenkins,7,11,63.64
Christopher Peterson,14,22,63.64
Charles Griffin,7,11,63.64
Brian Dennis,7,11,63.64
Anna Allen,7,11,63.64
Kevin Mason,7,11,63.64
Caitlin Brown,7,11,63.64
Stacey Scott,7,11,63.64
Gary Flores,7,11,63.64
Sylvia Smith,7,11,63.64
Jose Thomas,7,11,63.64
Jennifer Lang,7,11,63.64
Steven Ellis,7,11,63.64
Gregory Carter,7,11,63.64
Samantha Cox,7,11,63.64
Jessica Washington,14,22,63.64
Jason Mccoy,7,11,63.64
Brian Howell,7,11,63.64
Daniel Cummings,7,11,63.64
Catherine Anderson,7,11,63.64
Anthony Ramirez,21,33,63.64
Carolyn Garcia,7,11,63.64
Rachel Brown,35,55,63.64
Anthony Palmer,7,11,63.64
Julia Lopez,7,11,63.64
Robert Hunter,7,11,63.64
Matthew Schmidt,7,11,63.64
Christopher Parrish,7,11,63.64
Daniel Tucker,7,11,63.64
Timothy Fields,7,11,63.64
Michael Lam,7,11,63.64
Robert Greene,7,11,63.64
David Steele,7,11,63.64
Joshua Hunt,7,11,63.64
Holly Taylor,7,11,63.64
Suzanne Davis,7,11,63.64
Jason Cole,7,11,63.64
Ryan Coleman,7,11,63.64
Brian Nichols,7,11,63.64
Tyler Perez,7,11,63.64
Susan Bell,7,11,63.64
Jordan Walker,7,11,63.64
Steven Alexander,7,11,63.64
Kayla Hall,7,11,63.64
Holly Perez,7,11,63.64
Eric Campbell,14,22,63.64
Amy Nichols,7,11,63.64
Andrew Brown,61,96,63.54
Mary Brown,61,96,63.54
Brandon Williams,40,63,63.49
Michael Lopez,80,126,63.49
Sandra Smith,40,63,63.49
Lisa Lopez,33,52,63.46
Kimberly Anderson,33,52,63.46
Kevin Rodriguez,33,52,63.46
James King,33,52,63.46
Robert Hill,33,52,63.46
